"","Away Team","Home Team","Line","ATOR","ATDR","HTOR","HTDR","Away Score","Home Score","Predictor","Prediction","Line Result","Bet.Result"
"997","ULM","TROY",-7.5,0.76,0.91,0.85,0.96,38,10,-4,"ULM","ULM","Lose"
"998","IDA","NMSU",-1,0.71,0.92,0.95,0.93,24,31,-23,"NMSU","NMSU","Win"
"999","UAB","TULSA",-21,0.69,1.04,0.85,0.99,20,37,-21,"TULSA","UAB","Win"
"1000","USU","FRESNO",3,1.18,0.91,0.89,1.04,21,31,42,"USU","FRESNO","Lose"
"1001","FIU","ARK ST",-3,0.98,0.85,0.91,0.8,16,34,2,"FIU","ARK ST","Lose"
"1002","UCF","UAB",16.5,0.97,0.71,0.69,1.02,24,26,59,"UCF","UAB","Lose"
"1003","UCLA","ARZ",-5,1,1.03,1,1.14,12,48,11,"UCLA","ARZ","Lose"
"1004","WVU","SYR",14,1.01,0.8,0.92,0.85,23,49,14,"SYR","SYR","Win"
"1005","RUT","LOU",-1,0.8,0.58,0.8,0.84,14,16,26,"RUT","LOU","Lose"
"1006","AUB","LSU",-20.5,0.89,0.9,1.13,0.63,10,45,-51,"LSU","LSU","Win"
"1007","TENN","ALA",-29.5,0.95,0.94,1.12,0.56,6,37,-55,"ALA","ALA","Win"
"1008","TTU","OKLA",-28.5,1.09,0.95,1.04,0.69,41,38,-21,"TTU","TTU","Lose"
"1009","OKLA ST","MIZZ",7,1.12,0.77,1.05,0.84,45,24,14,"OKLA ST","OKLA ST","Lose"
"1010","AFA","BOISE",-29,1.14,1.08,1.19,0.69,26,37,-44,"BOISE","AFA","Win"
"1011","WISC","MSU",7.5,1.35,0.77,0.94,0.61,31,37,25,"WISC","MSU","Lose"
"1012","UNC","CLEM",-10,1.05,0.85,1.06,0.9,38,59,4,"UNC","CLEM","Lose"
"1013","WASH","STAN",-20,1.09,0.87,1.25,0.14,21,65,-89,"STAN","STAN","Win"
"1014","ARK","MISS",16.5,1,0.9,0.72,0.98,29,24,36,"ARK","MISS","Lose"
"1015","ORE","COL",31,1.23,0.87,0.88,1.07,45,2,55,"ORE","ORE","Lose"
"1016","KAN ST","KAN",10.5,0.94,0.82,1.02,1.24,59,21,34,"KAN ST","KAN ST","Lose"
"1017","BC","VT",-21,0.8,0.95,1,0.75,14,30,-40,"VT","BC","Win"
"1018","NEB","MINN",24,1.04,0.93,0.78,1.07,41,14,40,"NEB","NEB","Lose"
"1019","TEXAM","ISU",20.5,1.09,0.94,0.77,0.98,33,17,36,"TEXAM","ISU","Lose"
"1020","MARSH","HOU",-23.5,0.74,0.84,1.16,0.83,28,63,-43,"HOU","HOU","Win"
"1021","PSU","NW",4,0.86,0.64,1.02,1,34,24,20,"PSU","PSU","Lose"
"1022","GT","MIAFL",-2.5,1.23,0.91,1.05,0.94,7,24,21,"GT","MIAFL","Lose"
"1023","ILL","PUR",3.5,0.99,0.76,0.95,0.87,14,21,15,"ILL","PUR","Lose"
"1024","CIN","USF",-2.5,1.08,0.7,0.97,0.74,37,34,15,"CIN","CIN","Lose"
"1025","NIU","BUFF",14,1.09,0.98,0.89,1.02,31,30,24,"NIU","BUFF","Lose"
"1026","IND","IOWA",-23,0.78,0.96,0.99,0.91,24,45,-26,"IOWA","IND","Win"
"1027","WAKE","DUKE",4,0.96,0.87,0.93,1.01,24,23,17,"WAKE","DUKE","Lose"
"1028","WMU","EMU",12,0.93,0.93,0.91,0.92,10,14,1,"EMU","EMU","Win"
"1029","CMU","BALL",-2.5,0.78,0.95,0.87,1.08,27,31,4.00000000000001,"CMU","BALL","Lose"
"1030","NM","TCU",-44,0.8,1.19,1.07,0.89,0,69,-57,"TCU","TCU","Win"
"1031","LT","USU",-6.5,1.45,0.81,1.14,0.91,24,17,41,"LT","LT","Lose"
"1032","NCSU","UVA",-5,0.94,0.85,0.85,0.76,28,14,0,"NCSU","NCSU","Lose"
"1033","TEMP","BGSU",13.5,1.07,0.7,0.89,0.95,13,10,43,"TEMP","BGSU","Lose"
"1034","MARY","FSU",-18.5,0.9,0.92,0.96,0.83,16,41,-15,"MARY","FSU","Lose"
"1035","MEM","TULANE",-12.5,0.73,1.02,0.84,0.97,33,17,-16,"TULANE","MEM","Win"
"1036","OHIO","AKR",13.5,0.92,0.74,0.74,1.04,37,20,48,"OHIO","OHIO","Lose"
"1037","ECU","NAVY",-12.5,0.74,0.97,1.08,1.03,38,35,-28,"NAVY","ECU","Win"
"1038","ULL","WKU",3,0.9,0.78,0.76,0.89,23,42,25,"ULL","WKU","Lose"
"1039","FRESNO","NEV",-11.5,0.89,1.02,0.93,0.88,38,45,-18,"NEV","FRESNO","Win"
"1040","ULM","NT",6,0.81,0.83,0.78,0.95,21,38,15,"ULM","NT","Lose"
"1041","UTAH","CAL",-1,0.8,0.77,0.89,0.87,10,34,1,"UTAH","CAL","Lose"
"1042","ARMY","VANDY",-10.5,1.06,1.05,0.69,0.73,21,44,5,"ARMY","VANDY","Lose"
"1043","TULSA","RICE",10.5,0.86,0.95,0.79,0.97,38,20,9,"RICE","TULSA","Win"
"1044","MIAOH","TOLEDO",-16.5,0.78,0.89,1.07,0.85,28,49,-33,"TOLEDO","TOLEDO","Win"
"1045","USC","ND",-9.5,0.95,0.89,0.96,0.85,31,17,-5,"USC","USC","Lose"
"1046","CSU","UTEP",-10,0.85,0.99,0.81,0.92,17,31,-3,"CSU","UTEP","Lose"
"1047","SMU","USM",-3,0.89,0.89,0.96,0.78,3,27,-18,"USM","USM","Win"
"1048","MTSU","FAU",6.5,0.92,1,0.66,0.94,38,14,20,"MTSU","MTSU","Lose"
"1049","ORG ST","WSU",-3,0.76,1,0.99,0.95,44,21,-28,"WSU","ORG ST","Win"
"1050","NMSU","HAW",-21.5,0.97,0.88,0.92,0.82,34,45,-1.00000000000001,"NMSU","NMSU","Lose"
"1051","TROY","FIU",-6,0.8,0.98,0.95,0.87,20,23,-26,"FIU","TROY","Win"
"1052","CONN","PITT",-10,0.77,0.76,0.81,0.86,20,35,5.99999999999999,"CONN","PITT","Lose"
"1053","RICE","HOU",-28,0.76,0.99,1.21,0.86,34,73,-58,"HOU","HOU","Win"
"1054","UVA","MIAFL",-14,0.8,0.77,1.01,0.9,28,21,-8,"UVA","UVA","Lose"
"1055","BYU","TCU",-13.5,0.85,0.78,1.14,0.84,28,38,-23,"TCU","BYU","Win"
"1056","MISS","AUB",-13,0.75,0.99,0.87,0.94,23,41,-17,"AUB","AUB","Win"
"1057","BAY","OKLA ST",-14,1.21,0.98,1.11,0.77,24,59,-11,"BAY","OKLA ST","Lose"
"1058","CLEM","GT",3,1.05,0.87,1.17,0.89,17,31,-9.99999999999999,"GT","GT","Win"
"1059","STAN","USC",7.5,1.28,0.75,0.97,0.86,56,48,42,"STAN","STAN","Lose"
"1060","WSU","ORE",-35,0.96,1,1.23,0.84,28,43,-43,"ORE","WSU","Win"
"1061","OKLA","KAN ST",13.5,1.03,0.75,1,0.83,58,17,11,"KAN ST","OKLA","Win"
"1062","ARK","VANDY",8.5,1.01,0.9,0.76,0.73,31,28,8,"VANDY","VANDY","Win"
"1063","MSU","NEB",-4,0.95,0.68,1.06,0.93,3,24,14,"MSU","NEB","Lose"
"1064","VT","DUKE",14.5,1.01,0.74,0.91,1.01,14,10,37,"VT","DUKE","Lose"
"1065","SC","TENN",3.5,0.9,0.69,0.91,0.96,14,3,26,"SC","SC","Lose"
"1066","WISC","OSU",7.5,1.31,0.81,0.93,0.79,29,33,36,"WISC","OSU","Lose"
"1067","MIZZ","TEXAM",-10,1.01,0.88,1.06,0.9,38,31,-3,"MIZZ","MIZZ","Lose"
"1068","PUR","MICH",-14.5,0.95,0.86,1.04,0.77,14,36,-18,"MICH","MICH","Win"
"1069","ILL","PSU",-5,0.98,0.78,0.88,0.68,7,10,0,"ILL","ILL","Lose"
"1070","ISU","TTU",-14,0.76,0.97,1.08,0.94,41,7,-35,"TTU","ISU","Win"
"1071","COL","ASU",-31.5,0.84,1.09,0.96,0.81,14,48,-40,"ASU","ASU","Win"
"1072","UGA","UF",2.5,0.99,0.7,0.87,0.82,24,20,24,"UGA","UGA","Lose"
"1073","KAN","TEX",-28,0.99,1.26,0.88,0.76,0,43,-39,"TEX","TEX","Win"
"1074","WVU","RUT",6.5,1,0.88,0.78,0.63,41,31,-3,"RUT","WVU","Win"
"1075","NCSU","FSU",-19,0.92,0.8,0.99,0.83,0,34,-4,"NCSU","FSU","Lose"
"1076","NW","IND",8.5,1.01,1.01,0.82,1.01,59,38,19,"NW","NW","Lose"
"1077","SYR","LOU",-3,0.98,0.85,0.82,0.82,10,27,13,"SYR","LOU","Lose"
"1078","UAB","MARSH",-5,0.74,1,0.77,0.92,14,59,-11,"MARSH","MARSH","Win"
"1079","CMU","AKR",7,0.8,0.99,0.74,1.04,23,22,11,"CMU","AKR","Lose"
"1080","BGSU","KENT",3.5,0.88,0.94,0.56,0.78,15,27,16,"BGSU","KENT","Lose"
"1081","BALL","WMU",-12,0.9,1.05,0.93,0.94,35,45,-14,"WMU","BALL","Win"
"1082","AFA","NM",30.5,1.1,1.09,0.77,1.23,42,0,47,"AFA","AFA","Lose"
"1083","BC","MARY",-7,0.78,0.97,0.89,0.95,28,17,-13,"MARY","BC","Win"
"1084","WKU","ULM",-6,0.84,0.89,0.8,0.87,31,28,1.99999999999999,"WKU","WKU","Lose"
"1085","IOWA","MINN",15.5,1.04,0.93,0.8,1.09,21,22,40,"IOWA","MINN","Lose"
"1086","NAVY","ND",-23,1.08,1.06,0.93,0.89,14,56,-2,"NAVY","ND","Lose"
"1087","BUFF","MIAOH",-4.5,0.88,1.01,0.79,0.94,13,41,1.99999999999999,"BUFF","MIAOH","Lose"
"1088","SMU","TULSA",-2.5,0.86,0.89,0.89,0.91,7,38,-1,"SMU","TULSA","Lose"
"1089","TULANE","ECU",-16.5,0.83,0.97,0.81,0.99,13,34,3.99999999999999,"TULANE","ECU","Lose"
"1090","WAKE","UNC",-6.5,0.96,0.86,1,0.87,24,49,-3,"WAKE","UNC","Lose"
"1091","MEM","UCF",-29.5,0.75,0.99,0.96,0.76,0,41,-44,"UCF","UCF","Win"
"1092","SJSU","LT",-7,0.75,0.93,0.86,0.82,28,38,-22,"LT","LT","Win"
"1093","HAW","IDA",7,0.94,0.86,0.7,0.94,16,14,32,"HAW","IDA","Lose"
"1094","CSU","UNLV",2.5,0.82,1.01,0.74,1.02,35,38,9,"CSU","UNLV","Lose"
"1095","CAL","UCLA",5,0.91,0.82,0.96,1.04,14,31,17,"CAL","UCLA","Lose"
"1096","MISS ST","UK",10,0.86,0.82,0.65,0.9,28,16,29,"MISS ST","MISS ST","Lose"
"1097","ORG ST","UTAH",-5,0.83,0.97,0.75,0.81,8,27,-8,"UTAH","UTAH","Win"
"1098","NT","ARK ST",-17.5,0.82,0.93,0.93,0.79,14,37,-25,"ARK ST","ARK ST","Win"
"1099","ULL","MTSU",-3,0.9,0.87,0.92,0.92,45,20,3,"ULL","ULL","Lose"
"1100","USM","UTEP",10,0.95,0.77,0.85,0.88,31,13,21,"USM","USM","Lose"
"1101","NEV","NMSU",14.5,0.96,0.9,0.98,0.91,48,34,-1,"NMSU","NMSU","Win"
"1102","WYO","SDSU",-18.5,0.96,0.96,0.94,0.85,30,27,-9,"WYO","WYO","Lose"
"1103","ARZ","WASH",-4,1.01,1.08,1.05,0.95,31,42,-17,"WASH","WASH","Win"
"1104","NIU","TOLEDO",-8.5,1.07,0.95,1.09,0.85,63,60,-12,"TOLEDO","NIU","Win"
"1105","TEMP","OHIO",4,1.05,0.72,0.93,0.74,31,35,14,"TEMP","OHIO","Lose"
"1106","AKR","MIAOH",-14,0.77,1.04,0.83,0.91,3,35,-19,"MIAOH","MIAOH","Win"
"1107","TULSA","UCF",-1.5,0.91,0.86,1,0.75,24,17,-20,"UCF","TULSA","Win"
"1108","FSU","BC",14,1,0.79,0.8,0.94,38,7,35,"FSU","FSU","Lose"
"1109","CMU","KENT",-1,0.82,1.03,0.6,0.76,21,24,-5,"KENT","KENT","Win"
"1110","USC","COL",20,0.97,0.91,0.81,1.11,42,17,36,"USC","USC","Lose"
"1111","LSU","ALA",-4.5,1.14,0.64,1.12,0.56,9,6,-6.00000000000002,"ALA","LSU","Win"
"1112","KAN ST","OKLA ST",-21,0.98,0.89,1.14,0.78,45,52,-27,"OKLA ST","KAN ST","Win"
"1113","STAN","ORG ST",20.5,1.27,0.78,0.78,0.98,38,13,69,"STAN","STAN","Lose"
"1114","BOISE","UNLV",42,1.19,0.73,0.79,0.99,48,21,66,"BOISE","UNLV","Lose"
"1115","TEXAM","OKLA",-13.5,1.04,0.93,1.06,0.76,25,41,-19,"OKLA","OKLA","Win"
"1116","SC","ARK",-5,0.88,0.66,0.98,0.9,28,44,14,"SC","ARK","Lose"
"1117","ORE","WASH",16.5,1.22,0.83,1.05,0.92,34,17,26,"ORE","ORE","Lose"
"1118","NW","NEB",-17.5,1.06,1.03,1.05,0.89,28,25,-13,"NW","NW","Lose"
"1119","MICH","IOWA",4,1.05,0.78,1.04,0.95,16,24,18,"MICH","IOWA","Lose"
"1120","MINN","MSU",-27.5,0.83,1.09,0.91,0.72,24,31,-45,"MSU","MINN","Win"
"1121","NMSU","UGA",-34.5,0.96,0.96,0.96,0.68,16,63,-28,"NMSU","UGA","Lose"
"1122","ASU","UCLA",8.5,0.99,0.78,0.95,0.99,28,29,25,"ASU","UCLA","Lose"
"1123","PUR","WISC",-26.5,0.94,0.89,1.29,0.83,17,62,-41,"WISC","WISC","Win"
"1124","TTU","TEX",-14,1.04,0.96,0.92,0.72,20,52,-12,"TTU","TEX","Lose"
"1125","LOU","WVU",-12.5,0.84,0.81,1.01,0.85,38,35,-13,"WVU","LOU","Win"
"1126","USM","ECU",8.5,0.96,0.76,0.83,0.95,48,28,32,"USM","USM","Lose"
"1127","SYR","CONN",-1,0.95,0.87,0.79,0.82,21,28,11,"SYR","CONN","Lose"
"1128","IND","OSU",-27.5,0.85,1.05,0.94,0.83,20,34,-31,"OSU","IND","Win"
"1129","BALL","EMU",-2.5,0.92,1.05,0.91,0.92,33,31,-12,"EMU","BALL","Win"
"1130","VANDY","UF",-13.5,0.78,0.74,0.82,0.83,21,26,5,"VANDY","VANDY","Lose"
"1131","KAN","ISU",-14,0.95,1.24,0.8,0.93,10,13,-16,"ISU","KAN","Win"
"1132","UVA","MARY",3,0.84,0.8,0.87,0.95,31,13,12,"UVA","UVA","Lose"
"1133","UNC","NCSU",3.5,1.04,0.84,0.88,0.83,0,13,15,"UNC","NCSU","Lose"
"1134","TCU","WYO",19,1.13,0.82,0.98,0.98,31,20,31,"TCU","WYO","Lose"
"1135","TULANE","SMU",-26.5,0.81,0.96,0.84,0.91,24,45,-7.99999999999998,"TULANE","TULANE","Lose"
"1136","DUKE","MIAFL",-15.5,0.87,0.99,1.01,0.93,14,49,-20,"MIAFL","MIAFL","Win"
"1137","TROY","NAVY",-6.5,0.79,0.95,1.06,1.09,14,42,-13,"NAVY","NAVY","Win"
"1138","ARMY","AFA",-16.5,1.07,1,1.12,1.04,14,24,-1,"ARMY","ARMY","Lose"
"1139","ULM","ULL",5,0.81,0.87,0.93,0.86,35,36,-13,"ULL","ULL","Win"
"1140","UTEP","RICE",-0.5,0.84,0.9,0.78,1.02,37,41,18,"UTEP","RICE","Lose"
"1141","MISS","UK",2,0.76,1,0.68,0.91,13,30,-1,"UK","UK","Win"
"1142","FIU","WKU",3,0.92,0.86,0.85,0.87,9,10,8.00000000000001,"FIU","WKU","Lose"
"1143","IDA","SJSU",-8.5,0.7,0.89,0.75,0.94,32,29,-1.11022302462516e-14,"IDA","IDA","Lose"
"1144","ARK ST","FAU",17,0.94,0.79,0.63,0.94,39,21,46,"ARK ST","ARK ST","Lose"
"1145","WSU","CAL",-9,0.94,1.01,0.87,0.83,7,30,-11,"CAL","CAL","Win"
"1146","UTAH","ARZ",-3.5,0.78,0.78,0.97,1.08,34,21,11,"UTAH","UTAH","Lose"
"1147","USF","RUT",2.5,0.95,0.77,0.77,0.7,17,20,11,"USF","RUT","Lose"
"1148","CIN","PITT",3.5,1.06,0.73,0.86,0.86,26,23,33,"CIN","PITT","Lose"
"1149","MIZZ","BAY",-2.5,1.03,0.88,1.14,1.04,39,42,5.00000000000002,"MIZZ","BAY","Lose"
"1150","MTSU","TENN",-21,0.9,0.96,0.86,0.94,0,24,2,"MTSU","TENN","Lose"
"1151","NM","SDSU",-35,0.75,1.24,0.96,0.88,7,35,-57,"SDSU","NM","Win"
"1152","ND","WAKE",13.5,0.97,0.88,0.92,0.91,24,17,8,"WAKE","WAKE","Win"
"1153","LT","FRESNO",-3.5,0.88,0.81,0.91,1.03,41,21,19,"LT","LT","Lose"
"1154","USU","HAW",-3.5,1.09,0.9,0.89,0.84,35,31,14,"USU","USU","Lose"
"1155","HOU","UAB",27.5,1.21,0.87,0.71,1.03,56,13,66,"HOU","HOU","Lose"
"1156","NIU","BGSU",5.5,1.1,0.99,0.85,0.94,45,14,20,"NIU","NIU","Lose"
"1157","WMU","TOLEDO",-12.5,0.95,0.95,1.11,0.9,63,66,-21,"TOLEDO","WMU","Win"
"1158","MIAOH","TEMP",-13,0.87,0.86,1.06,0.78,21,24,-27,"TEMP","MIAOH","Win"
"1159","VT","GT",1,1,0.72,1.16,0.87,37,26,-0.99999999999999,"GT","VT","Win"
"1160","HOU","TULANE",34.5,1.23,0.85,0.8,0.98,73,17,56,"HOU","HOU","Lose"
"1161","OHIO","CMU",7,0.91,0.79,0.83,1,43,28,29,"OHIO","OHIO","Lose"
"1162","USF","SYR",3,0.92,0.75,0.93,0.86,37,17,10,"USF","USF","Lose"
"1163","AUB","UGA",-11.5,0.9,0.93,1.02,0.69,7,45,-36,"UGA","UGA","Win"
"1164","WKU","LSU",-41.5,0.83,0.85,1.1,0.64,9,42,-48,"LSU","WKU","Win"
"1165","OKLA ST","TTU",20,1.14,0.8,1.02,1.01,66,6,33,"OKLA ST","OKLA ST","Lose"
"1166","ALA","MISS ST",17.5,1.07,0.58,0.93,0.84,24,7,40,"ALA","MISS ST","Lose"
"1167","ORE","STAN",-3.5,1.2,0.82,1.25,0.79,53,30,-8,"STAN","ORE","Win"
"1168","TCU","BOISE",16,1.12,0.83,1.19,0.77,36,35,-13,"BOISE","BOISE","Win"
"1169","TENN","ARK",-14.5,0.88,0.9,0.99,0.88,7,49,-13,"TENN","ARK","Lose"
"1170","WAKE","CLEM",-16.5,0.92,0.91,1.02,0.9,28,31,-11,"WAKE","WAKE","Lose"
"1171","NEB","PSU",2.5,1.03,0.91,0.84,0.67,17,14,-4.99999999999999,"PSU","NEB","Win"
"1172","UF","SC",-3,0.84,0.85,0.86,0.7,12,17,-17,"SC","SC","Win"
"1173","TEXAM","KAN ST",6,0.99,0.94,0.98,0.92,50,53,-0.99999999999999,"KAN ST","KAN ST","Win"
"1174","TEX","MIZZ",1,0.98,0.74,1.04,0.91,5,17,11,"TEX","MIZZ","Lose"
"1175","MSU","IOWA",3,0.93,0.68,1.04,0.93,37,21,14,"MSU","MSU","Lose"
"1176","WISC","MINN",27.5,1.29,0.82,0.84,1.09,42,13,72,"WISC","WISC","Lose"
"1177","UCF","USM",-8.5,1.01,0.77,0.96,0.77,29,30,5,"UCF","UCF","Lose"
"1178","WVU","CIN",-3.5,1.02,0.87,1.03,0.74,24,21,-14,"CIN","WVU","Win"
"1179","MICH","ILL",-1,1.01,0.81,0.93,0.75,31,14,1.99999999999999,"MICH","MICH","Lose"
"1180","BAY","KAN",20.5,1.14,1.04,0.94,1.18,31,30,34,"BAY","KAN","Lose"
"1181","RICE","NW",-16.5,0.84,1.02,1.05,1.02,6,28,-21,"NW","NW","Win"
"1182","PITT","LOU",-3,0.85,0.86,0.86,0.84,21,14,-3,"LOU","PITT","Win"
"1183","MARSH","TULSA",-19.5,0.82,0.87,0.92,0.88,17,59,-9.00000000000001,"MARSH","TULSA","Lose"
"1184","OSU","PUR",7.5,0.95,0.84,0.92,0.95,23,26,14,"OSU","PUR","Lose"
"1185","UK","VANDY",-14,0.72,0.9,0.81,0.78,8,38,-21,"VANDY","VANDY","Win"
"1186","NCSU","BC",2,0.86,0.8,0.78,0.96,10,14,24,"NCSU","BC","Lose"
"1187","NT","TROY",-8,0.82,0.95,0.8,1,38,33,6.99999999999999,"NT","NT","Lose"
"1188","BUFF","EMU",-3.5,0.85,1.03,0.95,0.93,17,30,-20,"EMU","EMU","Win"
"1189","WYO","AFA",-16.5,0.97,0.98,1.08,1.01,25,17,-8.00000000000001,"WYO","WYO","Lose"
"1190","KENT","AKR",4.5,0.65,0.77,0.73,1.05,35,3,20,"KENT","KENT","Lose"
"1191","ARZ","COL",10.5,0.96,1.08,0.82,1.12,29,48,18,"ARZ","COL","Lose"
"1192","ULL","ARK ST",-11,0.94,0.89,0.95,0.78,21,30,-12,"ARK ST","ULL","Win"
"1193","DUKE","UVA",-10.5,0.87,1.04,0.85,0.76,21,31,-26,"UVA","DUKE","Win"
"1194","SJSU","USU",-10,0.77,0.93,1.09,0.91,33,34,-34,"USU","SJSU","Win"
"1195","RUT","ARMY",9,0.75,0.7,1.04,0.99,27,12,0,"ARMY","RUT","Win"
"1196","MTSU","ULM",-6,0.87,0.96,0.85,0.89,14,42,-4.99999999999999,"MTSU","ULM","Lose"
"1197","NAVY","SMU",-8,1.09,1.06,0.87,0.89,24,17,5,"NAVY","NAVY","Lose"
"1198","MIAFL","FSU",-10,1.06,0.92,0.99,0.77,19,23,-8,"MIAFL","MIAFL","Lose"
"1199","WASH","USC",-11.5,1,0.93,1,0.9,17,40,-3,"WASH","USC","Lose"
"1200","UAB","MEM",5.5,0.71,1.06,0.73,1.01,41,35,-7.00000000000001,"MEM","UAB","Win"
"1201","SDSU","CSU",13.5,0.99,0.86,0.82,1.02,18,15,33,"SDSU","CSU","Lose"
"1202","FAU","FIU",-17.5,0.63,0.96,0.9,0.84,7,41,-39,"FIU","FIU","Win"
"1203","ORG ST","CAL",-9,0.79,1,0.89,0.81,6,23,-29,"CAL","CAL","Win"
"1204","UCLA","UTAH",-7,0.96,0.99,0.82,0.79,6,31,-5.99999999999999,"UCLA","UTAH","Lose"
"1205","LT","MISS",2,0.91,0.82,0.76,1.02,27,7,35,"LT","LT","Lose"
"1206","MARY","ND",-20.5,0.83,0.95,0.97,0.88,21,45,-21,"ND","ND","Win"
"1207","ECU","UTEP",-4,0.83,0.95,0.86,0.93,17,22,-4.99999999999999,"UTEP","UTEP","Win"
"1208","FRESNO","NMSU",7,0.9,1.06,0.94,0.99,45,48,-11,"NMSU","NMSU","Win"
"1209","IDA","BYU",-22,0.72,0.9,0.84,0.82,7,42,-20,"IDA","BYU","Lose"
"1210","UNLV","NM",7.5,0.82,1.03,0.73,1.23,14,21,29,"UNLV","NM","Lose"
"1211","HAW","NEV",-15.5,0.9,0.86,1,0.89,28,42,-6.99999999999999,"HAW","HAW","Lose"
"1212","ASU","WSU",11.5,1,0.81,0.91,1.01,27,37,29,"ASU","WSU","Lose"
"1213","BALL","NIU",-17,0.92,1.06,1.12,0.98,38,41,-28,"NIU","BALL","Win"
"1214","OHIO","BGSU",7,0.97,0.8,0.85,0.98,29,28,30,"OHIO","BGSU","Lose"
"1215","WMU","MIAOH",-1.5,0.96,0.97,0.87,0.88,24,21,0,"WMU","WMU","Lose"
"1216","UNC","VT",-10,0.96,0.83,1.01,0.75,21,24,-13,"VT","UNC","Win"
"1217","USM","UAB",23,0.95,0.77,0.75,1.07,31,34,50,"USM","UAB","Lose"
"1218","MARSH","MEM",11.5,0.81,0.92,0.78,1.02,23,22,13,"MARSH","MEM","Lose"
"1219","OKLA ST","ISU",27.5,1.16,0.78,0.79,0.93,31,37,52,"OKLA ST","ISU","Lose"
"1220","TOLEDO","CMU",14.5,1.1,0.92,0.84,1,44,17,34,"TOLEDO","TOLEDO","Lose"
"1221","LSU","MISS",19,1.11,0.65,0.73,0.98,52,3,71,"LSU","LSU","Lose"
"1222","USC","ORE",15.5,1.02,0.9,1.19,0.81,38,35,-26,"ORE","ORE","Win"
"1223","OKLA","BAY",15.5,1.05,0.75,1.13,1.03,38,45,20,"OKLA","BAY","Lose"
"1224","MISS ST","ARK",-13.5,0.91,0.85,1.01,0.87,17,44,-8,"MISS ST","ARK","Lose"
"1225","CLEM","NCSU",7.5,1.01,0.91,0.85,0.81,13,37,6.00000000000001,"NCSU","NCSU","Win"
"1226","CAL","STAN",-17,0.91,0.79,1.2,0.82,28,31,-26,"STAN","CAL","Win"
"1227","BOISE","SDSU",18,1.17,0.81,0.96,0.85,52,35,25,"BOISE","SDSU","Lose"
"1228","SMU","HOU",-20,0.89,0.9,1.26,0.84,7,37,-43,"HOU","HOU","Win"
"1229","KAN ST","TEX",-8,0.98,0.93,0.95,0.76,17,13,-14,"TEX","KAN ST","Win"
"1230","UK","UGA",-31,0.72,0.91,1.04,0.67,10,19,-56,"UGA","UK","Win"
"1231","IND","MSU",-27.5,0.85,1.05,0.95,0.74,3,55,-41,"MSU","MSU","Win"
"1232","NEB","MICH",-3.5,1.01,0.9,1,0.79,17,45,-10,"MICH","MICH","Win"
"1233","WISC","ILL",14.5,1.3,0.82,0.9,0.77,28,17,35,"WISC","ILL","Lose"
"1234","CSU","TCU",-34,0.81,0.99,1.12,0.85,10,34,-45,"TCU","CSU","Win"
"1235","PSU","OSU",-6.5,0.85,0.69,0.94,0.85,20,14,7.00000000000001,"PSU","PSU","Lose"
"1236","UVA","FSU",-17,0.85,0.77,1.01,0.78,14,13,-15,"UVA","UVA","Lose"
"1237","LOU","CONN",-1.5,0.86,0.86,0.78,0.82,34,20,3.99999999999999,"LOU","LOU","Lose"
"1238","MINN","NW",-16,0.7,1.11,1.05,1,13,28,-46,"NW","MINN","Win"
"1239","CIN","RUT",-0.5,1.01,0.75,0.76,0.71,3,20,21,"CIN","RUT","Lose"
"1240","KAN","TEXAM",-31,0.93,1.17,1,0.94,7,61,-30,"KAN","TEXAM","Lose"
"1241","AKR","BUFF",-11.5,0.72,1.07,0.85,1.05,10,51,-15,"BUFF","BUFF","Win"
"1242","IOWA","PUR",1.5,1,0.94,0.92,0.95,31,21,9,"IOWA","IOWA","Lose"
"1243","GT","DUKE",10,1.15,0.9,0.87,1.03,38,31,41,"GT","DUKE","Lose"
"1244","ARMY","TEMP",-13,1.02,0.98,1.06,0.79,14,42,-23,"TEMP","TEMP","Win"
"1245","EMU","KENT",-3,0.97,0.92,0.71,0.75,22,28,9,"EMU","KENT","Lose"
"1246","NM","WYO",-24,0.76,1.21,0.96,0.96,10,31,-45,"WYO","NM","Win"
"1247","TULSA","UTEP",13.5,0.95,0.86,0.86,0.92,57,28,15,"TULSA","TULSA","Lose"
"1248","MARY","WAKE",-9.5,0.85,0.97,0.93,0.92,10,31,-13,"WAKE","WAKE","Win"
"1249","ARK ST","MTSU",11,0.95,0.76,0.86,0.99,45,19,32,"ARK ST","ARK ST","Lose"
"1250","TULANE","RICE",-14,0.8,1.03,0.83,1.02,7,19,-3.99999999999999,"TULANE","TULANE","Lose"
"1251","FAU","TROY",-11,0.63,0.97,0.81,1.02,7,34,-13,"TROY","TROY","Win"
"1252","MIAFL","USF",-1,1.04,0.92,0.94,0.76,6,3,-5.99999999999999,"USF","MIAFL","Win"
"1253","WASH","ORG ST",1.5,0.99,0.96,0.77,1.01,21,38,27,"WASH","ORG ST","Lose"
"1254","TTU","MIZZ",-18,0.98,1.04,1.02,0.89,27,31,-19,"MIZZ","TTU","Win"
"1255","BC","ND",-24.5,0.79,0.95,0.99,0.9,14,16,-25,"ND","BC","Win"
"1256","NAVY","SJSU",6.5,1.08,1.04,0.77,0.94,24,27,21,"NAVY","SJSU","Lose"
