Year,Week,Away Team,Home Team,Line,Over/Under,ATOR,ATDR,HTOR,HTDR,Score,Neutral
2014,14,ARK,MIZZ,-4.5,45,1.02,0.83,0.93,0.80,14-21,
2014,14,WKU,MARSH,-24,76,1.08,1.05,1.17,0.77,67-66,
2014,14,NIU,WMU,-8,54.5,1.06,0.91,1.13,0.84,31-21,
2014,14,NEB,IOWA,0,56,1.02,0.84,0.95,0.88,37-34,
2014,14,UCF,USF,12,56,0.86,0.70,0.77,0.98,16-0,
2014,14,HOU,SMU,22.5,51,0.87,0.76,0.60,1.14,35-9,
2014,14,TOLEDO,EMU,23,59,1.03,0.99,0.73,1.10,52-16,
2014,14,BALL,BGSU,-10,57,0.88,0.93,0.90,0.91,41-24,
2014,14,BUFF,MASS,3,54.5,0.98,0.99,0.86,0.95,41-21,
2014,14,AKR,KENT,3,43.5,0.78,0.83,0.71,0.98,24-27,
2014,14,NAVY,USA,10,54,1.13,1.04,0.82,0.90,42-40,
2014,14,CSU,AFA,7,62.5,1.12,0.90,1.05,0.89,24-27,
2014,14,UVA,VT,0,56,0.86,0.79,0.82,0.78,20-24,
2014,14,ECU,TULSA,17.5,70,1.01,0.86,0.85,1.08,49-32,
2014,14,AUB,ALA,-10,54,1.07,0.87,1.05,0.73,55-44,
2014,14,ORE,ORG ST,20,69,1.23,0.87,0.91,0.90,47-19,
2014,14,UF,FSU,-7,53,0.93,0.73,0.97,0.86,19-24,
2014,14,MISS ST,MISS,3.5,49,1.07,0.77,0.95,0.71,17-31,
2014,14,MICH,OSU,-21,53.5,0.81,0.85,1.12,0.80,28-42,
2014,14,BAY,TTU,27.5,81,1.13,0.78,0.92,1.08,48-46,1
2014,14,GT,UGA,-11.5,65,1.14,0.91,1.19,0.82,30-24,
2014,14,MSU,PSU,15,44.5,1.14,0.71,0.74,0.70,34-10,
2014,14,KAN,KAN ST,-27.5,51.5,0.81,0.93,1.03,0.85,13-51,
2014,14,MINN,WISC,-14.5,51.5,0.99,0.81,1.12,0.75,24-34,
2014,14,SC,CLEM,-6.5,54.5,0.99,1.00,0.90,0.69,35-17,
2014,14,UK,LOU,-13,52,0.90,0.92,0.90,0.70,40-44,
2014,14,USU,BOISE,-9.5,64,0.96,0.73,1.05,0.85,19-50,
2014,14,UTAH,COL,9.5,58.5,0.89,0.85,0.89,1.07,38-34,
2014,14,CIN,TEMP,7.5,57,1.01,0.93,0.75,0.78,14-6,
2014,14,WVU,ISU,12.5,63.5,0.91,0.88,0.87,1.04,37-24,
2014,14,NT,UTSA,-5,41,0.85,0.90,0.74,0.88,27-34,
2014,14,ODU,FAU,-3.5,67,1.00,1.08,0.88,1.03,31-28,
2014,14,RICE,LT,-7.5,50.5,1.00,0.89,0.92,0.75,31-76,
2014,14,ILL,NW,-8,53,0.85,1.03,0.83,0.83,47-33,
2014,14,PUR,IND,-3.5,57.5,0.83,0.96,0.92,0.99,16-23,
2014,14,NCSU,UNC,-7,70.5,0.98,0.93,0.97,1.01,35-7,
2014,14,SYR,BC,-13,41,0.77,0.87,1.00,0.90,7-28,
2014,14,ULL,TROY,10,55.5,1.01,0.97,0.92,1.04,42-23,
2014,14,TEXST,GSU,15,63,1.03,0.96,0.80,1.18,54-31,
2014,14,IDA,APP,-18.5,66,0.82,1.09,1.03,0.90,28-45,
2014,14,NMSU,ARK ST,-24,66.5,0.83,1.06,0.95,0.88,35-68,
2014,14,WYO,NM,-4.5,61.5,0.86,1.05,1.04,1.10,30-36,
2014,14,SJSU,SDSU,-13.5,47,0.84,0.97,0.92,0.86,7-38,
2014,14,ND,USC,-7,61.5,0.96,0.88,1.02,0.86,14-49,
2014,14,RUT,MARY,-8.5,52.5,0.91,0.99,0.83,0.87,41-38,
2014,14,UAB,USM,4.5,57.5,0.93,0.92,0.75,1.03,45-24,
2014,14,CONN,MEM,-22.5,43,0.71,0.94,0.99,0.75,10-41,
2014,14,TENN,VANDY,18,49.5,0.86,0.87,0.73,1.02,24-17,
2014,14,BYU,CAL,-3.5,73,0.98,0.83,0.99,1.04,42-35,
2014,14,ULM,GSOU,-16,54,0.78,0.90,1.27,0.90,16-22,
2014,14,HAW,FRESNO,-10,60,0.76,0.95,0.90,1.03,21-28,
2014,14,WAKE,DUKE,-17,45,0.62,0.86,0.96,0.87,21-41,
2014,14,PITT,MIAFL,-10.5,56,1.04,0.95,0.99,0.82,35-23,
2014,14,MTSU,UTEP,-3.5,57,0.98,0.96,0.98,0.94,21-24,
2014,14,WASH,WSU,4,62.5,0.97,0.87,0.91,1.06,31-13,
2014,14,NEV,UNLV,8,64,0.97,0.94,0.83,1.07,49-27,
2014,15,ECU,UCF,7,,1.02,0.86,0.86,0.69,32-30,1
2014,15,ARZ,ORE,-14,,0.98,0.89,1.23,0.86,13-51,1
2014,15,NIU,BGSU,6,,1.05,0.89,0.91,0.88,51-17,1
2014,15,ALA,MIZZ,14.5,,1.07,0.76,0.92,0.80,42-13,1
2014,15,ISU,TCU,-34,,0.86,1.04,1.04,0.71,3-55,
2014,15,FSU,GT,4,,0.95,0.84,1.13,0.90,37-35,1
2014,15,WISC,OSU,4,,1.12,0.76,1.13,0.81,0-59,1
2014,15,KAN ST,BAY,-7,,1.06,0.85,1.13,0.79,27-38,
2014,15,OKLA ST,OKLA,-21,,0.86,0.97,1.05,0.83,38-35,
2014,15,FRESNO,BOISE,-23,,0.90,1.01,1.06,0.83,14-28,1
2014,15,LT,MARSH,-7,,0.97,0.75,1.17,0.82,23-26,1
2014,15,HOU,CIN,-7,,0.89,0.76,0.97,0.91,31-38,
2014,15,SMU,CONN,-14,,0.61,1.13,0.71,0.95,27-20,
2014,15,TEMP,TULANE,2,,0.74,0.78,0.76,0.85,10-3,
2014,15,NAVY,ARMY,15,,1.14,1.04,1.04,1.08,17-10,1
2014,BOWLS,UTAH,CSU,5,58.5,0.91,0.87,1.10,0.91,45-10,1
2014,BOWLS,NEV,ULL,-1,60.5,0.98,0.92,1.04,0.97,3-16,1
2014,BOWLS,USU,UTEP,10.5,49,0.93,0.77,1.00,0.94,21-6,1
2014,BOWLS,WMU,AFA,0,56.5,1.08,0.86,1.04,0.89,24-38,1
2014,BOWLS,USA,BGSU,3,54,0.83,0.91,0.89,0.93,28-33,1
2014,BOWLS,BYU,MEM,-1,57.5,0.99,0.85,0.99,0.74,48-55,1
2014,BOWLS,MARSH,NIU,9,65,1.13,0.82,1.05,0.87,52-23,1
2014,BOWLS,NAVY,SDSU,-2.5,54,1.12,1.03,0.94,0.85,17-16,1
2014,BOWLS,CMU,WKU,-3.5,66,0.91,0.86,1.09,1.06,48-49,1
2014,BOWLS,FRESNO,RICE,-1.5,59,0.89,1.01,0.99,0.95,6-30,1
2014,BOWLS,ILL,LT,-6,61.5,0.87,1.00,0.96,0.75,18-35,1
2014,BOWLS,RUT,UNC,-3,66.5,0.92,1.02,0.95,1.03,40-21,1
2014,BOWLS,NCSU,UCF,-2,49.5,1.00,0.90,0.86,0.70,34-27,1
2014,BOWLS,ASU,DUKE,7.5,66.5,0.98,0.86,0.97,0.87,36-31,1
2014,BOWLS,NEB,USC,-7,61.5,1.01,0.82,1.05,0.84,42-45,1
2014,BOWLS,CIN,VT,3,51,1.01,0.92,0.82,0.77,17-33,1
2014,BOWLS,MIAFL,SC,3,61,0.98,0.85,0.97,1.02,21-24,1
2014,BOWLS,BC,PSU,3,40,1.00,0.88,0.72,0.71,30-31,1
2014,BOWLS,OKLA,CLEM,4,52.5,1.05,0.84,0.93,0.70,6-40,1
2014,BOWLS,TEXAM,WVU,-3.5,67,1.01,0.98,0.92,0.87,45-37,1
2014,BOWLS,ARK,TEX,7,45.5,1.00,0.83,0.84,0.82,31-7,1
2014,BOWLS,UGA,LOU,7,56.5,1.16,0.84,0.91,0.70,37-14,1
2014,BOWLS,ND,LSU,-7.5,52.5,0.93,0.92,0.97,0.77,31-28,1
2014,BOWLS,MARY,STAN,-14,48,0.86,0.89,0.95,0.78,21-45,1
2014,BOWLS,MISS,TCU,-3.5,56.5,0.96,0.73,1.06,0.69,3-42,1
2014,BOWLS,MISS ST,GT,7,61.5,1.05,0.79,1.13,0.93,34-49,1
2014,BOWLS,BOISE,ARZ,4,69.5,1.06,0.82,0.96,0.92,38-30,1
2014,BOWLS,AUB,WISC,7,62,1.06,0.89,1.05,0.82,31-34,1
2014,BOWLS,ALA,OSU,9,58.5,1.09,0.76,1.16,0.77,35-42,1
2014,BOWLS,ORE,FSU,9,73,1.23,0.85,0.97,0.87,59-20,1
2014,BOWLS,MSU,BAY,-3,72,1.12,0.70,1.14,0.81,42-41,1
2014,BOWLS,MIZZ,MINN,5,47.5,0.90,0.84,0.98,0.83,33-17,1
2014,BOWLS,KAN ST,UCLA,-1.5,59.5,1.05,0.88,1.00,0.92,35-40,1
2014,BOWLS,HOU,PITT,-3,53.5,0.90,0.79,1.05,0.94,35-34,1
2014,BOWLS,IOWA,TENN,-3.5,51.5,0.92,0.88,0.85,0.85,28-45,1
2014,BOWLS,WASH,OKLA ST,5.5,56.5,0.97,0.86,0.86,0.97,22-30,1
2014,BOWLS,ECU,UF,-6.5,56,1.01,0.86,0.90,0.72,20-28,1
2014,BOWLS,TOLEDO,ARK ST,4,67,1.06,0.99,0.99,0.89,63-44,1
2014,BOWLS,ORE,OSU,9,58.5,1.23,0.85,1.16,0.77,20-42,1
2015,2,LT,WKU,2,61.5,1.34,0.61,0.92,0.70,38-41,1
2015,2,USU,UTAH,-14,44.5,0.64,0.66,0.88,0.76,14-24,
2015,2,MIAFL,FAU,18,55.5,1.12,0.44,1.10,1.02,44-20,
2015,2,HAW,OSU,-42,64.5,0.77,0.73,1.22,0.85,0-38,
2015,2,MTSU,ALA,-36.5,56,1.22,0.77,1.22,0.85,10-37,
2015,2,ORE,MSU,-4,66.5,1.41,1.04,1.07,0.73,28-31,
2015,2,IDA,USC,-43,66,0.88,1.27,1.35,0.65,9-59,
2015,2,ND,UVA,14.5,47,1.22,0.63,0.82,1.14,34-27,
2015,2,UGA,VANDY,22.5,50.5,1.54,0.91,0.70,0.92,14-31,
2015,2,USF,FSU,-29.5,53.5,1.34,0.46,1.40,0.81,14-34,
2015,2,APP,CLEM,-19,59,1.28,0.67,1.23,0.76,10-41,
2015,2,UCLA,UNLV,30,66,1.14,0.82,0.93,1.29,37-3,
2015,2,TULANE,GT,-29.5,54.5,0.71,0.94,1.71,0.56,10-65,
2015,2,BALL,TEXAM,-30.5,63.5,1.09,1.03,0.84,0.68,23-56,
2015,2,FRESNO,MISS,-30.5,55,0.82,0.71,1.61,0.76,21-73,
2015,2,OKLA,TENN,2,63.5,1.06,0.61,1.33,0.90,31-24,
2015,2,BOISE,BYU,2.5,55,0.85,0.59,0.98,0.90,24-35,
2015,2,MIZZ,ARK ST,11.5,58.5,0.92,0.65,0.65,1.35,27-20,
2015,2,ARZ,NEV,12,62.5,0.98,0.94,1.16,0.90,44-20,
2015,2,ORG ST,MICH,-16.5,45,0.96,0.57,0.76,0.88,7-35,
2015,2,ARMY,CONN,-8,46,1.09,1.09,0.97,0.74,17-22,
2015,2,KAN ST,UTSA,17,52,1.04,0.74,0.94,0.98,30-3,
2015,2,BGSU,MARY,-7.5,70,0.90,1.33,1.19,0.95,48-27,
2015,2,HOU,LOU,-14,55,1.26,0.94,0.83,0.86,34-31,
2015,2,BUFF,PSU,-22,52.5,1.30,0.74,0.58,0.89,14-27,
2015,2,MIAOH,WISC,-32.5,52,1.12,0.75,0.85,1.22,0-58,
2015,2,WAKE,SYR,-4.5,43.5,1.17,0.70,1.05,0.11,17-30,
2015,2,UTEP,TTU,-20.5,66,0.59,1.43,1.10,0.98,20-69,
2015,2,MINN,CSU,6.5,55,0.81,0.84,1.14,0.55,23-20,
2015,2,WSU,RUT,-2.5,63,0.82,1.07,1.53,0.74,37-34,
2015,2,EMU,WYO,-13.5,54,0.87,1.06,0.88,1.05,48-29,
2015,2,IOWA,ISU,3.5,50.5,1.13,0.83,0.89,0.66,31-17,
2015,2,SDSU,CAL,-14.5,61,0.80,0.33,1.12,0.47,7-35,
2015,2,PITT,AKR,13,49.5,1.03,0.88,0.61,1.06,24-7,
2015,2,WMU,GSOU,5,54,0.73,1.07,0.45,1.27,17-43,
2015,2,MARSH,OHIO,3.5,60,0.80,0.82,1.27,0.88,10-21,
2015,2,ECU,UF,-21,52,1.16,0.82,1.30,0.77,24-31,
2015,2,MEM,KAN,14,62,1.37,0.59,1.01,1.13,55-23,
2015,2,UK,SC,-7,55.5,1.00,0.85,0.96,0.77,26-22,
2015,2,USA,NEB,-28.5,53.5,0.92,0.73,0.90,0.98,9-48,
2015,2,RICE,TEX,-15,48.5,1.24,0.73,0.63,1.22,28-42,
2015,2,FIU,IND,-7.5,55.5,0.99,0.90,1.27,1.21,22-36,
2015,2,TEMP,CIN,-7,54.5,0.89,0.58,1.19,0.74,34-26,
2015,2,TULSA,NM,-3.5,75,1.02,1.10,1.41,0.34,40-21,
2015,2,GSU,NMSU,-6.5,63.5,0.69,0.64,0.77,1.34,34-32,
2015,2,SJSU,AFA,-7,58,1.31,0.83,1.46,0.64,16-37,
2015,2,UCF,STAN,-19,45.5,0.90,0.99,0.57,0.88,7-31,
2015,3,CLEM,LOU,7,51,1.10,0.62,0.80,0.92,20-17,
2015,3,FSU,BC,7,47,1.24,0.82,1.28,0.33,14-0,
2015,3,NM,ASU,-28,65.5,1.16,0.78,0.87,0.91,10-34,
2015,3,NIU,OSU,-35.5,66.5,1.25,0.82,1.09,0.63,13-20,
2015,3,MISS,ALA,-7,53.5,1.41,0.72,1.09,0.69,43-37,
2015,3,SMU,TCU,-37.5,66.5,0.92,0.97,1.09,0.65,37-56,
2015,3,AFA,MSU,-26,60,1.27,0.68,1.07,0.77,21-35,
2015,3,STAN,USC,-11,50.5,0.86,0.72,1.45,0.73,41-31,
2015,3,SC,UGA,-16,52.5,0.97,0.92,1.26,0.73,20-52,
2015,3,GT,ND,3.5,54.5,1.61,0.60,1.17,0.85,22-30,
2015,3,BYU,UCLA,-17,60.5,0.94,0.85,0.94,0.71,23-24,
2015,3,GSU,ORE,-44.5,72,0.86,0.79,1.13,1.03,28-61,
2015,3,AUB,LSU,-7,48.5,0.86,0.85,1.02,0.87,21-45,
2015,3,TULSA,OKLA,-30,71.5,1.04,1.01,0.92,0.70,38-52,
2015,3,NEV,TEXAM,-34,64.5,0.98,1.05,1.03,0.76,27-44,
2015,3,UTAH,FRESNO,14.5,55.5,0.99,0.77,0.75,0.97,45-24,
2015,3,CONN,MIZZ,-21.5,41.5,0.96,0.83,0.78,0.60,6-9,
2015,3,NW,DUKE,-3.5,48.5,0.99,0.54,1.13,0.69,19-10,
2015,3,TROY,WISC,-34.5,58,1.07,1.02,1.03,0.77,3-28,
2015,3,UTSA,OKLA ST,-24.5,56.5,0.85,1.02,1.05,0.79,14-69,
2015,3,USF,MARY,-7,51,1.11,0.77,0.91,1.05,17-35,
2015,3,KENT,MINN,-25,46.5,0.70,0.74,0.79,0.76,7-10,
2015,3,BUFF,FAU,0,63.5,1.07,0.88,0.92,1.10,33-15,
2015,3,ILL,UNC,-9.5,64.5,0.96,0.45,1.06,0.84,14-48,
2015,3,WAKE,ARMY,6.5,47.5,0.97,0.90,1.05,1.01,17-14,
2015,3,CMU,SYR,-7,45,0.90,0.89,1.06,0.53,27-30,
2015,3,RICE,NT,9,57.5,0.99,0.91,0.52,0.98,38-24,
2015,3,TEMP,MASS,11.5,54.5,0.93,0.68,0.77,1.23,25-23,
2015,3,BALL,EMU,5.5,62.5,1.00,1.12,1.08,1.06,28-17,
2015,3,MEM,BGSU,3.5,79,1.32,0.74,1.01,1.03,44-41,
2015,3,LT,KAN ST,-9.5,50,1.12,0.89,1.06,0.74,33-39,
2015,3,CIN,MIAOH,19.5,60.5,0.97,0.85,0.70,0.97,37-33,
2015,3,ECU,NAVY,-4,58,0.90,0.86,1.29,0.80,21-45,
2015,3,VT,PUR,6.5,46.5,1.07,0.84,0.91,0.73,51-24,
2015,3,WKU,IND,-1.5,69.5,1.02,0.86,1.11,0.99,35-38,
2015,3,USU,WASH,-6,44.5,0.71,0.90,0.97,0.74,17-31,
2015,3,CHAR,MTSU,-20,64,0.83,0.61,0.93,0.89,14-73,
2015,3,USM,TEXST,-3,66.5,0.97,0.81,1.09,1.08,56-50,
2015,3,TTU,ARK,-11.5,70.5,1.24,0.92,1.07,0.76,35-24,
2015,3,NCSU,ODU,18.5,59.5,1.18,0.77,1.03,0.77,38-14,
2015,3,UF,UK,3,52,1.16,0.71,1.04,0.91,14-9,
2015,3,CAL,TEX,7,58,1.16,0.60,0.86,0.98,45-44,
2015,3,RUT,PSU,-10,45,1.19,0.95,0.82,0.86,3-28,
2015,3,UTEP,NMSU,2.5,61,0.74,1.42,0.88,1.16,50-47,
2015,3,USA,SDSU,-18,46,0.75,0.96,0.75,0.75,34-27,
2015,3,PITT,IOWA,-6,47,0.99,0.74,1.10,0.82,24-27,
2015,3,SJSU,ORG ST,-7.5,49,1.09,0.99,0.83,0.84,21-35,
2015,3,ISU,TOLEDO,-8,58.5,0.85,0.85,0.91,0.84,23-30,
2015,3,WYO,WSU,-24,60,0.98,1.19,0.95,0.97,14-31,
2015,4,CIN,MEM,-10,,0.93,0.89,1.25,0.89,46-53,
2015,4,STAN,ORG ST,15.5,,0.99,0.87,0.88,0.83,42-24,
2015,4,BOISE,UVA,3,,0.99,0.70,0.97,1.07,56-14,
2015,4,WMU,OSU,-31.5,,0.90,1.09,0.93,0.63,12-38,
2015,4,CMU,MSU,-27,,0.90,0.95,1.05,0.85,10-30,
2015,4,TCU,TTU,7,,1.19,0.81,1.24,0.96,55-52,
2015,4,VANDY,MISS,-24.5,,0.83,0.86,1.32,0.73,16-27,
2015,4,RICE,BAY,-34.5,,1.04,0.90,1.28,0.87,17-70,
2015,4,MASS,ND,-29,,0.78,0.97,1.13,0.90,27-62,
2015,4,LSU,SYR,24.5,,1.25,0.87,1.07,0.68,34-24,
2015,4,UCLA,ARZ,3,,0.92,0.77,1.25,0.83,56-30,
2015,4,ULM,ALA,-38,,1.12,1.06,0.95,0.83,0-34,
2015,4,UTAH,ORE,-11.5,,0.96,0.78,1.13,0.94,62-20,
2015,4,TEXAM,ARK,8,,1.03,0.77,1.07,0.92,28-21,1
2015,4,BALL,NW,-20.5,,1.02,1.00,0.89,0.61,19-24,
2015,4,USC,ASU,6,,1.38,0.88,0.91,0.86,42-14,
2015,4,GT,DUKE,8.5,,1.34,0.74,1.01,0.69,20-34,
2015,4,BYU,MICH,-5,,0.91,0.85,0.95,0.73,0-31,
2015,4,HAW,WISC,-25.5,,0.79,0.90,1.10,0.75,0-28,
2015,4,OKLA ST,TEX,3,,1.14,0.69,1.03,1.03,30-27,
2015,4,MIZZ,UK,-3,,0.75,0.62,0.87,0.91,13-21,
2015,4,KAN,RUT,-12.5,,0.93,1.21,0.97,1.01,14-27,
2015,4,USM,NEB,-21.5,,1.09,0.95,0.96,0.86,28-36,
2015,4,UCF,SC,-15,,0.67,0.99,0.94,1.11,14-31,
2015,4,NAVY,CONN,6.5,,1.29,0.86,0.86,0.78,28-18,
2015,4,BGSU,PUR,3,,1.07,1.06,0.83,0.81,35-28,
2015,4,IND,WAKE,3.5,,1.13,1.04,0.89,0.94,31-24,
2015,4,NIU,BC,-5,,1.05,0.76,1.06,0.52,14-17,
2015,4,FIU,LT,-14,,0.92,0.82,1.02,0.90,17-27,
2015,4,NM,WYO,3,,1.01,0.86,0.91,1.14,38-28,
2015,4,MARY,WVU,-17.5,,0.93,0.96,1.20,0.64,6-45,
2015,4,NT,IOWA,-24.5,,0.69,1.07,1.05,0.82,16-62,
2015,4,OHIO,MINN,-10.5,,1.10,0.77,0.76,0.73,24-27,
2015,4,VT,ECU,8.5,,1.05,0.76,0.90,1.02,28-35,
2015,4,TENN,UF,1,,1.11,0.81,1.08,0.65,27-28,
2015,4,APP,ODU,8,,0.92,0.84,0.98,0.90,49-0,
2015,4,SDSU,PSU,-15.5,,0.79,0.87,0.93,0.76,21-37,
2015,4,MARSH,KENT,5,47.5,0.85,0.80,0.68,0.69,36-29,
2015,4,MIAOH,WKU,-20.5,,0.81,0.92,1.07,0.96,14-56,
2015,4,NEV,BUFF,-1,,0.92,1.04,1.00,0.75,24-21,
2015,4,MTSU,ILL,-6,,1.07,0.70,0.93,0.69,25-27,
2015,4,CAL,WASH,4.5,,1.15,0.81,0.96,0.71,30-24,
2015,4,ARMY,EMU,-2.5,,1.03,0.91,0.97,1.06,58-36,
2015,4,CSU,UTSA,9.5,,0.92,0.76,0.75,1.12,33-31,
2015,4,FAU,CHAR,11.5,,0.95,1.03,0.68,0.89,17-7,
2015,4,AKR,ULL,-8.5,,0.82,0.87,1.13,0.99,35-14,
2015,4,ARK ST,TOLEDO,-7.5,,0.88,0.87,0.89,0.85,7-37,
2015,4,MISS ST,AUB,-1.5,,1.10,0.90,0.86,1.00,17-9,
2015,4,NCSU,USA,17,,1.17,0.78,0.86,0.93,63-13,
2015,4,TEXST,HOU,-16.5,,1.12,1.17,1.10,0.85,14-59,
2015,4,GSOU,IDA,16,,0.99,0.90,0.90,1.33,44-20,
2015,4,FRESNO,SJSU,-4.5,54,0.77,0.95,1.00,0.99,23-49,
2015,5,MIAFL,CIN,7,70,1.10,0.66,0.94,0.98,23-34,
2015,5,MEM,USF,9,62,1.24,0.92,0.98,0.83,24-17,
2015,5,TEMP,CHAR,23,44,0.84,0.72,0.57,0.78,37-3,
2015,5,CONN,BYU,-17.5,44,0.86,0.90,0.85,0.91,13-30,
2015,5,OSU,IND,21,66.5,0.95,0.69,1.09,0.96,34-27,
2015,5,PUR,MSU,-21.5,55,0.88,0.87,1.08,0.83,21-24,
2015,5,MISS,UF,7.5,51,1.18,0.74,1.04,0.74,10-38,
2015,5,TEX,TCU,-15,71,0.95,0.98,1.19,0.91,7-50,
2015,5,TTU,BAY,-17,90.5,1.22,1.02,1.37,0.83,35-63,1
2015,5,ND,CLEM,-3,48.5,1.20,0.87,1.04,0.63,22-24,
2015,5,ASU,UCLA,-14.5,60,0.85,0.88,1.02,0.80,38-23,
2015,5,ALA,UGA,-2,54.5,0.95,0.71,1.34,0.75,38-10,
2015,5,EMU,LSU,-45,63,1.00,1.11,1.21,0.84,22-44,
2015,5,FSU,WAKE,20.5,44,1.12,0.75,0.85,0.96,24-16,
2015,5,MISS ST,TEXAM,-6.5,62,1.06,0.89,1.06,0.84,17-30,
2015,5,WVU,OKLA,-7,60,1.16,0.55,1.05,0.87,24-44,
2015,5,MINN,NW,-3.5,40.5,0.82,0.78,0.90,0.67,0-27,
2015,5,ARZ,STAN,-14,63,1.15,0.95,1.06,0.89,17-55,
2015,5,IOWA,WISC,-7,45,1.11,0.76,1.12,0.74,10-6,
2015,5,KAN ST,OKLA ST,-7.5,49.5,1.03,0.77,1.05,0.71,34-36,
2015,5,MICH,MARY,11,46.5,0.98,0.70,0.78,0.99,28-0,
2015,5,WSU,CAL,-19,71,0.98,0.90,1.06,0.76,28-34,
2015,5,UCF,TULANE,2.5,44,0.68,0.98,0.80,1.02,31-45,
2015,5,HOU,TULSA,7,81,1.20,0.78,1.07,1.11,38-24,
2015,5,SC,MIZZ,-2.5,41.5,0.94,1.01,0.78,0.73,10-24,
2015,5,PITT,VT,-5,46.5,0.94,0.82,1.04,0.83,17-13,
2015,5,ARMY,PSU,-25,47,1.11,0.95,0.92,0.71,14-20,
2015,5,KAN,ISU,-16.5,59.5,0.91,1.14,0.85,0.86,13-38,
2015,5,LOU,NCSU,-3,46.5,0.86,0.82,1.25,0.70,20-13,
2015,5,OHIO,AKR,3,44.5,1.07,0.84,0.89,0.80,14-12,
2015,5,TOLEDO,BALL,7,54,0.87,0.72,0.97,0.97,24-10,
2015,5,NIU,CMU,3.5,51.5,0.95,0.78,0.87,1.01,19-29,
2015,5,FIU,MASS,-3,56,0.91,0.87,0.82,1.10,14-24,
2015,5,AFA,NAVY,-5,51,1.19,0.82,1.27,0.85,11-33,
2015,5,WYO,APP,-25.5,53,0.91,1.19,1.02,0.70,13-31,
2015,5,BGSU,BUFF,8,68.5,1.06,1.05,0.95,0.83,28-22,
2015,5,MIAOH,KENT,-11,48.5,0.75,1.03,0.74,0.69,14-20,
2015,5,ODU,MARSH,-18.5,53.5,0.85,0.99,0.81,0.83,7-27,
2015,5,WKU,RICE,7,72.5,1.15,0.88,0.98,1.11,49-10,
2015,5,BC,DUKE,-6.5,36.5,0.99,0.55,0.99,0.71,7-9,
2015,5,UNC,GT,-7.5,62,1.14,0.87,1.17,0.78,38-31,
2015,5,SJSU,AUB,-20.5,56.5,1.07,0.95,0.85,0.98,21-35,
2015,5,ECU,SMU,5.5,67.5,0.93,1.02,0.98,1.14,49-23,
2015,5,NEB,ILL,7,57,0.98,0.90,0.91,0.74,13-14,
2015,5,NT,USM,-17,66.5,0.67,1.13,1.07,0.97,14-49,
2015,5,ARK,TENN,-7,53,1.07,0.99,1.08,0.83,24-20,
2015,5,VANDY,MTSU,-2,48.5,0.82,0.85,1.01,0.75,17-13,
2015,5,ULL,LT,-14.5,59.5,0.95,1.02,1.01,0.90,14-43,
2015,5,UNLV,NEV,-5.5,56.5,0.96,0.86,0.96,0.98,23-17,
2015,5,CSU,USU,-5.5,50.5,0.96,0.83,0.69,0.91,18-33,
2015,5,USA,TROY,-7,62,0.79,1.08,0.93,1.09,24-18,
2015,5,IDA,ARK ST,-20,64.5,0.89,1.28,0.77,0.86,35-49,
2015,5,GSOU,ULM,5.5,48,1.03,0.89,0.86,1.02,51-31,
2015,5,UTSA,UTEP,3,58,0.82,1.11,0.92,1.16,25-6,
2015,5,HAW,BOISE,-24.5,53.5,0.78,0.97,1.00,0.65,0-55,
2015,5,FRESNO,SDSU,-7.5,51.5,0.78,1.02,0.73,0.87,7-21,
2015,5,ORE,COL,7.5,69.5,1.06,1.02,1.03,0.77,41-24,
2015,6,WASH,USC,-17,56,0.86,0.75,1.28,0.83,17-12,
2015,6,SMU,HOU,-26,72,0.96,1.16,1.17,0.80,38-49,
2015,6,USM,MARSH,-5,56,1.14,0.94,0.82,0.77,10-31,
2015,6,NCSU,VT,0,45.5,1.16,0.73,0.94,0.85,13-28,
2015,6,MARY,OSU,-33,54.5,0.68,0.95,0.96,0.74,28-49,
2015,6,TCU,KAN ST,9.5,63.5,1.19,0.88,1.01,0.82,52-45,
2015,6,BAY,KAN,44,77,1.39,0.84,0.87,1.13,66-7,
2015,6,MSU,RUT,14.5,54,1.09,0.81,0.99,0.97,31-24,
2015,6,CAL,UTAH,-7.5,61.5,1.04,0.75,1.04,0.79,24-30,
2015,6,GT,CLEM,-7,54.5,1.13,0.86,1.01,0.65,24-43,
2015,6,SC,LSU,-20.5,50,0.89,1.01,1.18,0.83,24-45,
2015,6,ARK,ALA,-16.5,48,1.08,0.94,0.96,0.68,14-27,
2015,6,OKLA,TEX,17,60.5,1.04,0.81,0.90,1.03,17-24,1
2015,6,UF,MIZZ,6,39.5,1.06,0.70,0.82,0.72,21-3,
2015,6,MIAFL,FSU,-8.5,51,1.07,0.77,1.10,0.76,24-29,
2015,6,NW,MICH,-7,35,0.91,0.67,0.94,0.61,0-38,
2015,6,NMSU,MISS,-43.5,66.5,0.90,1.12,1.05,0.81,3-52,
2015,6,NAVY,ND,-14.5,55,1.24,0.82,1.11,0.88,24-41,
2015,6,UGA,TENN,3.5,58.5,1.16,0.81,1.02,0.89,31-38,
2015,6,OKLA ST,WVU,-6.5,59.5,1.03,0.75,1.02,0.68,33-26,
2015,6,ILL,IOWA,-11,44,0.90,0.72,1.03,0.71,20-29,
2015,6,KENT,TOLEDO,-15,44,0.75,0.66,0.92,0.73,7-38,
