Year,Week,Away Team,Home Team,Line,Over/Under,ATOR,ATDR,HTOR,HTDR,Score,Neutral
2011,7,LSU,TENN,17,,1.12,0.63,0.99,0.88,38-7,
2011,7,ALA,MISS,27,,1.06,0.57,0.76,0.89,52-7,
2011,7,OKLA,KAN,35.5,,1.06,0.65,1.05,1.31,47-17,
2011,7,IND,WISC,-40,,0.80,0.91,1.36,0.80,7-59,
2011,7,BOISE,CSU,32,,1.13,0.70,0.88,0.87,63-13,
2011,7,OKLA ST,TEX,7.5,,1.15,0.79,0.93,0.71,38-26,
2011,7,STAN,WSU,21,,1.27,0.75,1.01,0.92,44-14,
2011,7,CLEM,MARY,8,,1.05,0.87,0.88,0.88,56-45,
2011,7,ASU,ORE,-14.5,,0.98,0.76,1.22,0.88,27-41,
2011,7,MICH,MSU,-3,,1.10,0.75,0.95,0.59,14-28,
2011,7,GT,UVA,7.5,,1.29,0.89,0.82,0.74,21-24,
2011,7,SC,MISS ST,3,,0.90,0.67,0.90,0.82,14-12,
2011,7,OSU,ILL,-3.5,,0.92,0.82,1.05,0.73,17-7,
2011,7,KAN ST,TTU,-3.5,,0.91,0.81,1.14,0.91,41-34,
2011,7,VT,WAKE,6,,0.98,0.74,0.99,0.82,38-17,
2011,7,BAY,TEXAM,-8,,1.25,0.91,1.05,0.92,28-55,
2011,7,TOLEDO,BGSU,8,,1.04,0.86,0.91,0.90,28-21,
2011,7,PUR,PSU,-12,,1.00,0.86,0.85,0.63,18-23,
2011,7,UTAH,PITT,6,,0.81,0.82,0.88,0.87,26-14,
2011,7,LOU,CIN,-13.5,,0.82,0.81,1.10,0.70,16-25,
2011,7,MIAFL,UNC,-2.5,,1.07,0.94,1.06,0.83,30-24,
2011,7,BUFF,TEMP,-21,,0.93,0.98,1.05,0.72,0-34,
2011,7,NAVY,RUT,-3.5,,1.13,1.05,0.77,0.54,20-21,
2011,7,ISU,MIZZ,-15.5,,0.80,0.95,1.04,0.90,17-52,
2011,7,UNLV,WYO,-10.5,,0.73,1.02,0.95,1.00,14-41,
2011,7,EMU,CMU,-12,,0.83,0.92,0.79,0.93,35-28,
2011,7,FSU,DUKE,12,,0.92,0.86,0.98,0.98,41-16,
2011,7,RICE,MARSH,-5,,0.78,0.98,0.70,0.84,20-24,
2011,7,COL,WASH,-16,,0.89,1.02,1.03,0.87,24-52,
2011,7,BALL,OHIO,-14,,0.86,1.11,0.92,0.71,23-20,
2011,7,USF,CONN,7.5,,1.02,0.77,0.80,0.78,10-16,
2011,7,MIAOH,KENT,3.5,,0.81,0.94,0.55,0.82,9-3,
2011,7,UCF,SMU,-3.5,,0.97,0.62,0.86,0.86,17-38,
2011,7,UTEP,TULANE,-1.5,,0.79,1.00,0.90,0.97,44-7,
2011,7,WMU,NIU,1.5,,0.98,0.88,1.08,1.03,22-51,
2011,7,BYU,ORG ST,-3,,0.75,0.86,0.77,0.98,38-28,
2011,7,WKU,FAU,2.5,,0.72,0.93,0.67,0.93,20-0,
2011,7,NM,NEV,-29.5,,0.82,1.20,0.87,0.92,7-49,
2011,7,NT,ULL,-9,,0.79,0.95,0.88,0.83,10-30,
2011,7,NW,IOWA,-6.5,,1.04,0.98,0.96,0.90,31-41,
2011,7,ECU,MEM,14,,0.67,1.02,0.74,1.01,35-17,
2011,7,UGA,VANDY,11.5,,1.00,0.72,0.70,0.69,33-28,
2011,7,ULM,TROY,-7.5,,0.76,0.91,0.85,0.96,38-10,
2011,7,IDA,NMSU,-1,,0.71,0.92,0.95,0.93,24-31,
2011,7,UAB,TULSA,-21,,0.69,1.04,0.85,0.99,20-37,
2011,7,USU,FRESNO,3,,1.18,0.91,0.89,1.04,21-31,
2011,8,FIU,ARK ST,-3,,0.98,0.85,0.91,0.80,16-34,
2011,8,UCF,UAB,16.5,,0.97,0.71,0.69,1.02,24-26,
2011,8,UCLA,ARZ,-5,,1.00,1.03,1.00,1.14,12-48,
2011,8,WVU,SYR,14,,1.01,0.80,0.92,0.85,23-49,
2011,8,RUT,LOU,-1,,0.80,0.58,0.80,0.84,14-16,
2011,8,AUB,LSU,-20.5,,0.89,0.90,1.13,0.63,10-45,
2011,8,TENN,ALA,-29.5,,0.95,0.94,1.12,0.56,6-37,
2011,8,TTU,OKLA,-28.5,,1.09,0.95,1.04,0.69,41-38,
2011,8,OKLA ST,MIZZ,7,,1.12,0.77,1.05,0.84,45-24,
2011,8,AFA,BOISE,-29,,1.14,1.08,1.19,0.69,26-37,
2011,8,WISC,MSU,7.5,,1.35,0.77,0.94,0.61,31-37,
2011,8,UNC,CLEM,-10,,1.05,0.85,1.06,0.90,38-59,
2011,8,WASH,STAN,-20,,1.09,0.87,1.25,0.14,21-65,
2011,8,ARK,MISS,16.5,,1.00,0.90,0.72,0.98,29-24,
2011,8,ORE,COL,31,,1.23,0.87,0.88,1.07,45-2,
2011,8,KAN ST,KAN,10.5,,0.94,0.82,1.02,1.24,59-21,
2011,8,BC,VT,-21,,0.80,0.95,1.00,0.75,14-30,
2011,8,NEB,MINN,24,,1.04,0.93,0.78,1.07,41-14,
2011,8,TEXAM,ISU,20.5,,1.09,0.94,0.77,0.98,33-17,
2011,8,MARSH,HOU,-23.5,,0.74,0.84,1.16,0.83,28-63,
2011,8,PSU,NW,4,,0.86,0.64,1.02,1.00,34-24,
2011,8,GT,MIAFL,-2.5,,1.23,0.91,1.05,0.94,7-24,
2011,8,ILL,PUR,3.5,,0.99,0.76,0.95,0.87,14-21,
2011,8,CIN,USF,-2.5,,1.08,0.70,0.97,0.74,37-34,
2011,8,NIU,BUFF,14,,1.09,0.98,0.89,1.02,31-30,
2011,8,IND,IOWA,-23,,0.78,0.96,0.99,0.91,24-45,
2011,8,WAKE,DUKE,4,,0.96,0.87,0.93,1.01,24-23,
2011,8,WMU,EMU,12,,0.93,0.93,0.91,0.92,10-14,
2011,8,CMU,BALL,-2.5,,0.78,0.95,0.87,1.08,27-31,
2011,8,NM,TCU,-44,,0.80,1.19,1.07,0.89,0-69,
2011,8,LT,USU,-6.5,,1.45,0.81,1.14,0.91,24-17,
2011,8,NCSU,UVA,-5,,0.94,0.85,0.85,0.76,28-14,
2011,8,TEMP,BGSU,13.5,,1.07,0.70,0.89,0.95,13-10,
2011,8,MARY,FSU,-18.5,,0.90,0.92,0.96,0.83,16-41,
2011,8,MEM,TULANE,-12.5,,0.73,1.02,0.84,0.97,33-17,
2011,8,OHIO,AKR,13.5,,0.92,0.74,0.74,1.04,37-20,
2011,8,ECU,NAVY,-12.5,,0.74,0.97,1.08,1.03,38-35,
2011,8,ULL,WKU,3,,0.90,0.78,0.76,0.89,23-42,
2011,8,FRESNO,NEV,-11.5,,0.89,1.02,0.93,0.88,38-45,
2011,8,ULM,NT,6,,0.81,0.83,0.78,0.95,21-38,
2011,8,UTAH,CAL,-1,,0.80,0.77,0.89,0.87,10-34,
2011,8,ARMY,VANDY,-10.5,,1.06,1.05,0.69,0.73,21-44,
2011,8,TULSA,RICE,10.5,,0.86,0.95,0.79,0.97,38-20,
2011,8,MIAOH,TOLEDO,-16.5,,0.78,0.89,1.07,0.85,28-49,
2011,8,USC,ND,-9.5,,0.95,0.89,0.96,0.85,31-17,
2011,8,CSU,UTEP,-10,,0.85,0.99,0.81,0.92,17-31,
2011,8,SMU,USM,-3,,0.89,0.89,0.96,0.78,3-27,
2011,8,MTSU,FAU,6.5,,0.92,1.00,0.66,0.94,38-14,
2011,8,ORG ST,WSU,-3,,0.76,1.00,0.99,0.95,44-21,
2011,8,NMSU,HAW,-21.5,,0.97,0.88,0.92,0.82,34-45,
2011,9,TROY,FIU,-6,,0.80,0.98,0.95,0.87,20-23,
2011,9,CONN,PITT,-10,,0.77,0.76,0.81,0.86,20-35,
2011,9,RICE,HOU,-28,,0.76,0.99,1.21,0.86,34-73,
2011,9,UVA,MIAFL,-14,,0.80,0.77,1.01,0.90,28-21,
2011,9,BYU,TCU,-13.5,,0.85,0.78,1.14,0.84,28-38,1
2011,9,MISS,AUB,-13,,0.75,0.99,0.87,0.94,23-41,
2011,9,BAY,OKLA ST,-14,,1.21,0.98,1.11,0.77,24-59,
2011,9,CLEM,GT,3,,1.05,0.87,1.17,0.89,17-31,
2011,9,STAN,USC,7.5,,1.28,0.75,0.97,0.86,56-48,
2011,9,WSU,ORE,-35,,0.96,1.00,1.23,0.84,28-43,
2011,9,OKLA,KAN ST,13.5,,1.03,0.75,1.00,0.83,58-17,
2011,9,ARK,VANDY,8.5,,1.01,0.90,0.76,0.73,31-28,
2011,9,MSU,NEB,-4,,0.95,0.68,1.06,0.93,3-24,
2011,9,VT,DUKE,14.5,,1.01,0.74,0.91,1.01,14-10,
2011,9,SC,TENN,3.5,,0.90,0.69,0.91,0.96,14-3,
2011,9,WISC,OSU,7.5,,1.31,0.81,0.93,0.79,29-33,
2011,9,MIZZ,TEXAM,-10,,1.01,0.88,1.06,0.90,38-31,
2011,9,PUR,MICH,-14.5,,0.95,0.86,1.04,0.77,14-36,
2011,9,ILL,PSU,-5,,0.98,0.78,0.88,0.68,7-10,
2011,9,ISU,TTU,-14,,0.76,0.97,1.08,0.94,41-7,
2011,9,COL,ASU,-31.5,,0.84,1.09,0.96,0.81,14-48,
2011,9,UGA,UF,2.5,,0.99,0.70,0.87,0.82,24-20,1
2011,9,KAN,TEX,-28,,0.99,1.26,0.88,0.76,0-43,
2011,9,WVU,RUT,6.5,,1.00,0.88,0.78,0.63,41-31,
2011,9,NCSU,FSU,-19,,0.92,0.80,0.99,0.83,0-34,
2011,9,NW,IND,8.5,,1.01,1.01,0.82,1.01,59-38,
2011,9,SYR,LOU,-3,,0.98,0.85,0.82,0.82,10-27,
2011,9,UAB,MARSH,-5,,0.74,1.00,0.77,0.92,14-59,
2011,9,CMU,AKR,7,,0.80,0.99,0.74,1.04,23-22,
2011,9,BGSU,KENT,3.5,,0.88,0.94,0.56,0.78,15-27,
2011,9,BALL,WMU,-12,,0.90,1.05,0.93,0.94,35-45,
2011,9,AFA,NM,30.5,,1.10,1.09,0.77,1.23,42-0,
2011,9,BC,MARY,-7,,0.78,0.97,0.89,0.95,28-17,
2011,9,WKU,ULM,-6,,0.84,0.89,0.80,0.87,31-28,
2011,9,IOWA,MINN,15.5,,1.04,0.93,0.80,1.09,21-22,
2011,9,NAVY,ND,-23,,1.08,1.06,0.93,0.89,14-56,
2011,9,BUFF,MIAOH,-4.5,,0.88,1.01,0.79,0.94,13-41,
2011,9,SMU,TULSA,-2.5,,0.86,0.89,0.89,0.91,7-38,
2011,9,TULANE,ECU,-16.5,,0.83,0.97,0.81,0.99,13-34,
2011,9,WAKE,UNC,-6.5,,0.96,0.86,1.00,0.87,24-49,
2011,9,MEM,UCF,-29.5,,0.75,0.99,0.96,0.76,0-41,
2011,9,SJSU,LT,-7,,0.75,0.93,0.86,0.82,28-38,
2011,9,HAW,IDA,7,,0.94,0.86,0.70,0.94,16-14,
2011,9,CSU,UNLV,2.5,,0.82,1.01,0.74,1.02,35-38,
2011,9,CAL,UCLA,5,,0.91,0.82,0.96,1.04,14-31,
2011,9,MISS ST,UK,10,,0.86,0.82,0.65,0.90,28-16,
2011,9,ORG ST,UTAH,-5,,0.83,0.97,0.75,0.81,8-27,
2011,9,NT,ARK ST,-17.5,,0.82,0.93,0.93,0.79,14-37,
2011,9,ULL,MTSU,-3,,0.90,0.87,0.92,0.92,45-20,
2011,9,USM,UTEP,10,,0.95,0.77,0.85,0.88,31-13,
2011,9,NEV,NMSU,14.5,,0.96,0.90,0.98,0.91,48-34,
2011,9,WYO,SDSU,-18.5,,0.96,0.96,0.94,0.85,30-27,
2011,9,ARZ,WASH,-4,,1.01,1.08,1.05,0.95,31-42,
2011,10,NIU,TOLEDO,-8.5,,1.07,0.95,1.09,0.85,63-60,
2011,10,TEMP,OHIO,4,,1.05,0.72,0.93,0.74,31-35,
2011,10,AKR,MIAOH,-14,,0.77,1.04,0.83,0.91,3-35,
2011,10,TULSA,UCF,-1.5,,0.91,0.86,1.00,0.75,24-17,
2011,10,FSU,BC,14,,1.00,0.79,0.80,0.94,38-7,
2011,10,CMU,KENT,-1,,0.82,1.03,0.60,0.76,21-24,
2011,10,USC,COL,20,,0.97,0.91,0.81,1.11,42-17,
2011,10,LSU,ALA,-4.5,,1.14,0.64,1.12,0.56,9-6,
2011,10,KAN ST,OKLA ST,-21,,0.98,0.89,1.14,0.78,45-52,
2011,10,STAN,ORG ST,20.5,,1.27,0.78,0.78,0.98,38-13,
2011,10,BOISE,UNLV,42,,1.19,0.73,0.79,0.99,48-21,
2011,10,TEXAM,OKLA,-13.5,,1.04,0.93,1.06,0.76,25-41,
2011,10,SC,ARK,-5,,0.88,0.66,0.98,0.90,28-44,
2011,10,ORE,WASH,16.5,,1.22,0.83,1.05,0.92,34-17,
2011,10,NW,NEB,-17.5,,1.06,1.03,1.05,0.89,28-25,
2011,10,MICH,IOWA,4,,1.05,0.78,1.04,0.95,16-24,
2011,10,MINN,MSU,-27.5,,0.83,1.09,0.91,0.72,24-31,
2011,10,NMSU,UGA,-34.5,,0.96,0.96,0.96,0.68,16-63,
2011,10,ASU,UCLA,8.5,,0.99,0.78,0.95,0.99,28-29,
2011,10,PUR,WISC,-26.5,,0.94,0.89,1.29,0.83,17-62,
2011,10,TTU,TEX,-14,,1.04,0.96,0.92,0.72,20-52,
2011,10,LOU,WVU,-12.5,,0.84,0.81,1.01,0.85,38-35,
2011,10,USM,ECU,8.5,,0.96,0.76,0.83,0.95,48-28,
2011,10,SYR,CONN,-1,,0.95,0.87,0.79,0.82,21-28,
2011,10,IND,OSU,-27.5,,0.85,1.05,0.94,0.83,20-34,
2011,10,BALL,EMU,-2.5,,0.92,1.05,0.91,0.92,33-31,
2011,10,VANDY,UF,-13.5,,0.78,0.74,0.82,0.83,21-26,
2011,10,KAN,ISU,-14,,0.95,1.24,0.80,0.93,10-13,
2011,10,UVA,MARY,3,,0.84,0.80,0.87,0.95,31-13,
2011,10,UNC,NCSU,3.5,,1.04,0.84,0.88,0.83,0-13,
2011,10,TCU,WYO,19,,1.13,0.82,0.98,0.98,31-20,
2011,10,TULANE,SMU,-26.5,,0.81,0.96,0.84,0.91,24-45,
2011,10,DUKE,MIAFL,-15.5,,0.87,0.99,1.01,0.93,14-49,
2011,10,TROY,NAVY,-6.5,,0.79,0.95,1.06,1.09,14-42,
2011,10,ARMY,AFA,-16.5,,1.07,1.00,1.12,1.04,14-24,
2011,10,ULM,ULL,5,,0.81,0.87,0.93,0.86,35-36,
2011,10,UTEP,RICE,-0.5,,0.84,0.90,0.78,1.02,37-41,
2011,10,MISS,UK,2,,0.76,1.00,0.68,0.91,13-30,
2011,10,FIU,WKU,3,,0.92,0.86,0.85,0.87,9-10,
2011,10,IDA,SJSU,-8.5,,0.70,0.89,0.75,0.94,32-29,
2011,10,ARK ST,FAU,17,,0.94,0.79,0.63,0.94,39-21,
2011,10,WSU,CAL,-9,,0.94,1.01,0.87,0.83,7-30,
2011,10,UTAH,ARZ,-3.5,,0.78,0.78,0.97,1.08,34-21,
2011,10,USF,RUT,2.5,,0.95,0.77,0.77,0.70,17-20,
2011,10,CIN,PITT,3.5,,1.06,0.73,0.86,0.86,26-23,
2011,10,MIZZ,BAY,-2.5,,1.03,0.88,1.14,1.04,39-42,
2011,10,MTSU,TENN,-21,,0.90,0.96,0.86,0.94,0-24,
2011,10,NM,SDSU,-35,,0.75,1.24,0.96,0.88,7-35,
2011,10,ND,WAKE,13.5,,0.97,0.88,0.92,0.91,24-17,
2011,10,LT,FRESNO,-3.5,,0.88,0.81,0.91,1.03,41-21,
2011,10,USU,HAW,-3.5,,1.09,0.90,0.89,0.84,35-31,
2011,10,HOU,UAB,27.5,,1.21,0.87,0.71,1.03,56-13,
2011,11,NIU,BGSU,5.5,,1.10,0.99,0.85,0.94,45-14,
2011,11,WMU,TOLEDO,-12.5,,0.95,0.95,1.11,0.90,63-66,
2011,11,MIAOH,TEMP,-13,,0.87,0.86,1.06,0.78,21-24,
2011,11,VT,GT,1,,1.00,0.72,1.16,0.87,37-26,
2011,11,HOU,TULANE,34.5,,1.23,0.85,0.80,0.98,73-17,
2011,11,OHIO,CMU,7,,0.91,0.79,0.83,1.00,43-28,
2011,11,USF,SYR,3,,0.92,0.75,0.93,0.86,37-17,
2011,11,AUB,UGA,-11.5,,0.90,0.93,1.02,0.69,7-45,
2011,11,WKU,LSU,-41.5,,0.83,0.85,1.10,0.64,9-42,
2011,11,OKLA ST,TTU,20,,1.14,0.80,1.02,1.01,66-6,
2011,11,ALA,MISS ST,17.5,,1.07,0.58,0.93,0.84,24-7,
2011,11,ORE,STAN,-3.5,,1.20,0.82,1.25,0.79,53-30,
2011,11,TCU,BOISE,16,,1.12,0.83,1.19,0.77,36-35,
2011,11,TENN,ARK,-14.5,,0.88,0.90,0.99,0.88,7-49,
2011,11,WAKE,CLEM,-16.5,,0.92,0.91,1.02,0.90,28-31,
2011,11,NEB,PSU,2.5,,1.03,0.91,0.84,0.67,17-14,
2011,11,UF,SC,-3,,0.84,0.85,0.86,0.70,12-17,
2011,11,TEXAM,KAN ST,6,,0.99,0.94,0.98,0.92,50-53,
2011,11,TEX,MIZZ,1,,0.98,0.74,1.04,0.91,5-17,
2011,11,MSU,IOWA,3,,0.93,0.68,1.04,0.93,37-21,
2011,11,WISC,MINN,27.5,,1.29,0.82,0.84,1.09,42-13,
2011,11,UCF,USM,-8.5,,1.01,0.77,0.96,0.77,29-30,
2011,11,WVU,CIN,-3.5,,1.02,0.87,1.03,0.74,24-21,
2011,11,MICH,ILL,-1,,1.01,0.81,0.93,0.75,31-14,
2011,11,BAY,KAN,20.5,,1.14,1.04,0.94,1.18,31-30,
2011,11,RICE,NW,-16.5,,0.84,1.02,1.05,1.02,6-28,
2011,11,PITT,LOU,-3,,0.85,0.86,0.86,0.84,21-14,
2011,11,MARSH,TULSA,-19.5,,0.82,0.87,0.92,0.88,17-59,
2011,11,OSU,PUR,7.5,,0.95,0.84,0.92,0.95,23-26,
2011,11,UK,VANDY,-14,,0.72,0.90,0.81,0.78,8-38,
2011,11,NCSU,BC,2,,0.86,0.80,0.78,0.96,10-14,
2011,11,NT,TROY,-8,,0.82,0.95,0.80,1.00,38-33,
2011,11,BUFF,EMU,-3.5,,0.85,1.03,0.95,0.93,17-30,
2011,11,WYO,AFA,-16.5,,0.97,0.98,1.08,1.01,25-17,
2011,11,KENT,AKR,4.5,,0.65,0.77,0.73,1.05,35-3,
2011,11,ARZ,COL,10.5,,0.96,1.08,0.82,1.12,29-48,
2011,11,ULL,ARK ST,-11,,0.94,0.89,0.95,0.78,21-30,
2011,11,DUKE,UVA,-10.5,,0.87,1.04,0.85,0.76,21-31,
2011,11,SJSU,USU,-10,,0.77,0.93,1.09,0.91,33-34,
2011,11,RUT,ARMY,9,,0.75,0.70,1.04,0.99,27-12,
2011,11,MTSU,ULM,-6,,0.87,0.96,0.85,0.89,14-42,
2011,11,NAVY,SMU,-8,,1.09,1.06,0.87,0.89,24-17,
2011,11,MIAFL,FSU,-10,,1.06,0.92,0.99,0.77,19-23,
2011,11,WASH,USC,-11.5,,1.00,0.93,1.00,0.90,17-40,
2011,11,UAB,MEM,5.5,,0.71,1.06,0.73,1.01,41-35,
2011,11,SDSU,CSU,13.5,,0.99,0.86,0.82,1.02,18-15,
2011,11,FAU,FIU,-17.5,,0.63,0.96,0.90,0.84,7-41,
2011,11,ORG ST,CAL,-9,,0.79,1.00,0.89,0.81,6-23,
2011,11,UCLA,UTAH,-7,,0.96,0.99,0.82,0.79,6-31,
2011,11,LT,MISS,2,,0.91,0.82,0.76,1.02,27-7,
2011,11,MARY,ND,-20.5,,0.83,0.95,0.97,0.88,21-45,1
2011,11,ECU,UTEP,-4,,0.83,0.95,0.86,0.93,17-22,
2011,11,FRESNO,NMSU,7,,0.90,1.06,0.94,0.99,45-48,
2011,11,IDA,BYU,-22,,0.72,0.90,0.84,0.82,7-42,
2011,11,UNLV,NM,7.5,,0.82,1.03,0.73,1.23,14-21,
2011,11,HAW,NEV,-15.5,,0.90,0.86,1.00,0.89,28-42,
2011,11,ASU,WSU,11.5,,1.00,0.81,0.91,1.01,27-37,
2011,12,BALL,NIU,-17,,0.92,1.06,1.12,0.98,38-41,
2011,12,OHIO,BGSU,7,,0.97,0.80,0.85,0.98,29-28,
2011,12,WMU,MIAOH,-1.5,,0.96,0.97,0.87,0.88,24-21,
2011,12,UNC,VT,-10,,0.96,0.83,1.01,0.75,21-24,
2011,12,USM,UAB,23,,0.95,0.77,0.75,1.07,31-34,
2011,12,MARSH,MEM,11.5,,0.81,0.92,0.78,1.02,23-22,
2011,12,OKLA ST,ISU,27.5,,1.16,0.78,0.79,0.93,31-37,
2011,12,TOLEDO,CMU,14.5,,1.10,0.92,0.84,1.00,44-17,
2011,12,LSU,MISS,19,,1.11,0.65,0.73,0.98,52-3,
2011,12,USC,ORE,15.5,,1.02,0.90,1.19,0.81,38-35,
2011,12,OKLA,BAY,15.5,,1.05,0.75,1.13,1.03,38-45,
2011,12,MISS ST,ARK,-13.5,,0.91,0.85,1.01,0.87,17-44,
2011,12,CLEM,NCSU,7.5,,1.01,0.91,0.85,0.81,13-37,
2011,12,CAL,STAN,-17,,0.91,0.79,1.20,0.82,28-31,
2011,12,BOISE,SDSU,18,,1.17,0.81,0.96,0.85,52-35,
2011,12,SMU,HOU,-20,,0.89,0.90,1.26,0.84,7-37,
2011,12,KAN ST,TEX,-8,,0.98,0.93,0.95,0.76,17-13,
2011,12,UK,UGA,-31,,0.72,0.91,1.04,0.67,10-19,
2011,12,IND,MSU,-27.5,,0.85,1.05,0.95,0.74,3-55,
2011,12,NEB,MICH,-3.5,,1.01,0.90,1.00,0.79,17-45,
2011,12,WISC,ILL,14.5,,1.30,0.82,0.90,0.77,28-17,
2011,12,CSU,TCU,-34,,0.81,0.99,1.12,0.85,10-34,
2011,12,PSU,OSU,-6.5,,0.85,0.69,0.94,0.85,20-14,
2011,12,UVA,FSU,-17,,0.85,0.77,1.01,0.78,14-13,
2011,12,LOU,CONN,-1.5,,0.86,0.86,0.78,0.82,34-20,
2011,12,MINN,NW,-16,,0.70,1.11,1.05,1.00,13-28,
2011,12,CIN,RUT,-0.5,,1.01,0.75,0.76,0.71,3-20,
2011,12,KAN,TEXAM,-31,,0.93,1.17,1.00,0.94,7-61,
2011,12,AKR,BUFF,-11.5,,0.72,1.07,0.85,1.05,10-51,
2011,12,IOWA,PUR,1.5,,1.00,0.94,0.92,0.95,31-21,
2011,12,GT,DUKE,10,,1.15,0.90,0.87,1.03,38-31,
2011,12,ARMY,TEMP,-13,,1.02,0.98,1.06,0.79,14-42,
2011,12,EMU,KENT,-3,,0.97,0.92,0.71,0.75,22-28,
2011,12,NM,WYO,-24,,0.76,1.21,0.96,0.96,10-31,
2011,12,TULSA,UTEP,13.5,,0.95,0.86,0.86,0.92,57-28,
2011,12,MARY,WAKE,-9.5,,0.85,0.97,0.93,0.92,10-31,
2011,12,ARK ST,MTSU,11,,0.95,0.76,0.86,0.99,45-19,
2011,12,TULANE,RICE,-14,,0.80,1.03,0.83,1.02,7-19,
2011,12,FAU,TROY,-11,,0.63,0.97,0.81,1.02,7-34,
2011,12,MIAFL,USF,-1,,1.04,0.92,0.94,0.76,6-3,
2011,12,WASH,ORG ST,1.5,,0.99,0.96,0.77,1.01,21-38,
2011,12,TTU,MIZZ,-18,,0.98,1.04,1.02,0.89,27-31,
2011,12,BC,ND,-24.5,,0.79,0.95,0.99,0.90,14-16,
2011,12,NAVY,SJSU,6.5,,1.08,1.04,0.77,0.94,24-27,
2011,12,LT,NEV,-7,,0.90,0.79,1.01,0.85,24-20,
2011,12,FIU,ULM,-1.5,,0.92,0.82,0.88,1.02,28-17,
2011,12,UTAH,WSU,3.5,,0.83,0.79,0.94,1.00,30-27,
2011,12,USU,IDA,9.5,,1.08,0.89,0.72,0.93,49-42,
2011,12,UNLV,AFA,-24,,0.84,1.03,1.05,1.00,17-45,
2011,12,WKU,NT,1.5,,0.82,0.89,0.85,0.95,31-21,
2011,12,VANDY,TENN,1.5,,0.84,0.77,0.87,0.93,21-27,
2011,12,UCF,ECU,7,,0.99,0.78,0.82,0.94,31-38,
2011,12,COL,UCLA,-10.5,,0.86,0.99,0.93,0.99,6-45,
2011,12,ARZ,ASU,-10.5,,0.93,1.10,0.99,0.85,31-27,
2011,12,NMSU,BYU,-22.5,,0.95,1.03,0.87,0.81,7-42,
2011,12,FRESNO,HAW,-4.5,,0.93,1.05,0.87,0.89,24-21,
2011,13,MIAOH,OHIO,-9,,0.87,0.89,0.96,0.81,14-21,
2011,13,TEX,TEXAM,-8,,0.93,0.76,1.02,0.91,27-25,
2011,13,ARK,LSU,-12.5,,1.04,0.86,1.14,0.64,17-41,
2011,13,HOU,TULSA,3,,1.24,0.82,0.98,0.86,48-16,
2011,13,IOWA,NEB,-9.5,,1.00,0.91,0.99,0.92,7-20,
2011,13,EMU,NIU,-18,,0.94,0.92,1.12,0.98,12-18,
2011,13,LOU,USF,-3.5,,0.85,0.83,0.92,0.76,34-24,
2011,13,KENT,TEMP,-17,,0.73,0.74,1.10,0.81,16-34,
2011,13,BGSU,BUFF,-2.5,,0.85,0.97,0.89,1.01,42-28,
2011,13,AKR,WMU,-27.5,,0.71,1.08,0.95,0.96,19-68,
2011,13,TOLEDO,BALL,14,,1.11,0.91,0.93,1.07,45-28,
2011,13,BC,MIAFL,-13.5,,0.79,0.94,1.01,0.91,24-17,
2011,13,COL,UTAH,-22,,0.83,1.10,0.84,0.79,17-14,
2011,13,PITT,WVU,-6.5,,0.86,0.85,1.00,0.86,20-21,
2011,13,UTEP,UCF,-10,,0.86,0.94,0.97,0.80,14-31,
2011,13,CAL,ASU,-6,,0.91,0.81,0.96,0.87,38-47,
2011,13,ALA,AUB,21,,1.08,0.63,0.89,0.93,42-14,
2011,13,VT,UVA,5,,1.00,0.77,0.86,0.78,38-0,
2011,13,ND,STAN,-7,,0.98,0.89,1.18,0.83,14-28,
2011,13,WYO,BOISE,-35,,0.97,0.95,1.17,0.81,14-36,
2011,13,ISU,OKLA,-28,,0.80,0.92,1.04,0.79,6-26,
2011,13,ORG ST,ORE,-27.5,,0.79,0.99,1.16,0.83,21-49,
2011,13,CLEM,SC,-3.5,,0.97,0.92,0.92,0.72,13-34,
2011,13,UGA,GT,4.5,,1.00,0.64,1.16,0.90,31-17,
2011,13,MSU,NW,6,,0.98,0.72,1.04,0.98,31-17,
2011,13,OSU,MICH,-7.5,,0.94,0.86,1.01,0.78,34-40,
2011,13,PSU,WISC,-15,,0.86,0.70,1.28,0.80,7-45,
2011,13,TTU,BAY,-13.5,,0.98,1.05,1.14,1.02,42-66,1
2011,13,RUT,CONN,3.5,,0.77,0.70,0.77,0.81,22-40,
2011,13,CIN,SYR,1.5,,0.97,0.76,0.92,0.88,30-13,
2011,13,RICE,SMU,-13,,0.84,0.99,0.87,0.92,24-27,
2011,13,TENN,UK,6,,0.87,0.90,0.69,0.89,7-10,
2011,13,TROY,WKU,-5.5,,0.82,0.99,0.85,0.89,18-41,
2011,13,MARY,NCSU,-12,,0.84,0.98,0.87,0.78,41-56,
2011,13,NEV,USU,-1.5,,1.00,0.87,1.09,0.90,17-21,
2011,13,PUR,IND,7.5,,0.89,0.95,0.83,1.07,33-25,
2011,13,ILL,MINN,10.5,,0.89,0.79,0.83,1.10,7-27,
2011,13,FIU,MTSU,8,,0.92,0.79,0.85,1.00,31-18,
2011,13,MIZZ,KAN,25.5,,1.03,0.89,0.91,1.19,24-10,
2011,13,DUKE,UNC,-11,,0.87,1.04,0.98,0.84,21-37,
2011,13,VANDY,WAKE,1.5,,0.81,0.77,0.94,0.90,41-7,
